,title,type,date,abstract,abbreviations,funding,keywords,year
334,,,[],,,,,2007
335,,,[],"To develop an L-PG-based imaging probe suitable for assessing the degradation of L-PG  
                         Conjugates of L-PG and a near-infrared fluorescence (NIRF) dye, NIR813, were characterized with regard to quenching efficiency and degradability by cathepsin B (CB) and other proteases. The kinetics of L-PG-NIR813’s degradation and its degradation in orthotopic human U87/TGL glioma in nude mice after intravenous injection was assessed using NIRF optical imaging (  = 3). The fluorescence signal from L-PG-NIR813 was efficiently quenched and activated at NIR813 loadings of 8–10%. Upon exposure to CB, the fluorescence intensity of L-PG-NIR813 increased 10-fold. L-PG-NIR813 was also degraded by another cysteine protease cathepsin L, but not by MMP-2, cathepsin E, cathepsin D, and plasmin. A selective CB inhibitor blocked the fluorescence activation. After intravenous injection, the degradation of L-PG-NIR813 was visualized primarily in the liver, which peaked at 4 h postinjection. Activation of L-PG-NIR813 but not D-PG-NIR813 was clearly seen in U87/TGL tumors. Our results indicate that L-PG-NIR813 may be used to monitor the   degradation of L-PG-based polymeric drugs, and that this agent may prove useful in noninvasive imaging of protease activity, particularly that of cysteine proteases.",,We would like to thank the National Institutes of Health (grants R01 CA119387 and R01 EB003132) and the John S. Dunn Foundation for financial support of this work.,,2007
336,,,[],,,,,2007
337,,,[],"Knowledge about the uptake mechanism and subsequent intracellular routing of non-viral gene delivery systems is important for the development of more efficient carriers. In this study we compared two established cationic polymers pDMAEMA and PEI with regard to their transfection efficiency and mechanism of cellular uptake. The effects of several inhibitors of particular cellular uptake routes on the uptake of polyplexes and subsequent gene expression in COS-7 cells were investigated using FACS and transfection. Moreover, cellular localization of fluorescently labeled polyplexes was assessed by spectral fluorescence microscopy. Both pDMAEMA- and PEI-complexed DNA showed colocalization with fluorescently-labeled transferrin and cholera toxin after internalization by COS-7 cells, which indicates uptake via the clathrin- and caveolae-dependent pathways. Blocking either routes of uptake with specific inhibitors only resulted in a marginal decrease in polyplex uptake, which may suggest that uptake routes of polyplexes are interchangeable. Despite the marginal effect of inhibitors on polyplex internalization, blocking the caveolae-mediated uptake route resulted in an almost complete loss of polyplex-mediated gene expression, whereas gene expression was not negatively affected by blocking the clathrin-dependent route of uptake. These results show the importance of caveolae-mediated uptake for successful gene expression and have implications for the rational design of non-viral gene delivery systems.",,,,2007
338,,,[],,,,,2007
339,,,[],,,,,2007
340,,,[],"Following extracellular drug clearance, we analyzed the rate of doxorubicin efflux from the nucleus of three human leukemic cells (K562, Molt4 and CCRF-CEM) and related it to their differential sensitivity to this drug, after a short drug pulse. For many pulse-chase regimes, K562 cell viability was least affected by doxorubicin. In K562 cells, nuclear drug accumulation was greatest, but nuclear drug egress was also greatest. P-glycoprotein over-expression in a doxorubicin-resistant, K562/DOX sub-line did not facilitate doxorubicin efflux from  the nucleus. In K562 cells, doxorubicin accumulated in multivesicular bodies (MVBs) through a pH-dependent mechanism. Inhibiting drug sequestration in MVBs did not affect nuclear efflux. The rates of doxorubicin efflux from the nuclei of live and digitonin-permeabilized K562 cells were similar. However, extracting cytoplasmic membranes with Triton X-100 significantly inhibited nuclear drug efflux following extracellular drug clearance. Our results are consistent with drug efflux from the nucleus being primarily mediated by an ATP-independent, passive diffusion mechanism. The effect of membrane extraction suggests that nonspecific drug absorption to cytoplasmic membranes plays a role in facilitating nuclear efflux in K562 cells, perhaps by lowering the concentration of free doxorubicin from a perinuclear diffusion boundary layer.",,We thank Dr. Duxin Sun and Seth Gibbs and for the K562/DOX cells. This work was funded by grants from the National Institutes of Health (R21-CA104686 and R01-GM078200 to G.R.R.). V.Y.C. was supported by a Pre-Doctoral Fellowship from the Pharmaceutical Research and Manufacturers of America Foundation and a Pharmacological Sciences Training Program grant from the National Institute of General Medical Sciences (GM07767). Contents are solely the responsibility of the authors and do not necessarily represent the official views of NIGMS.,,2007
341,,,[],,,,,2007
342,,,[],"The aim of this study was to modify the surface of poly(lactide- -glycolide) (PLGA) microparticles with heparin. The heparin-coated PLGA may enhance blood and tissue compatibility of PLGA devices and provide a novel approach to deliver growth factors. A one-step method using heparin to replace traditional emulsifiers (e.g., PVA) during emulsion-solvent evaporation process was employed to surface-entrap heparin in PLGA microspheres. The emulsifying activity of heparin was modified   varying counter ion form, including univalent (Na , K , Li , and  ) and divalent (Ca , Mg , Ba , and Zn ) cations, and complexation with amino acids (Arg, Lys, Leu, Val, Gly and Glu). Surface accessible and total heparin loading were determined by a modified toluidine blue assay and elemental analysis, respectively. Heparin bound with univalent counter ions and amino acids exhibited emulsifying activity to varying degrees, whereas divalent heparin salts tended to cause complete aggregation of the PLGA o/w emulsion. Increasing pH (≥7.4) of hardening medium enhanced heparin adsorption and significantly stabilized the PLGA o/w emulsion. The initial surface density of heparin on the PLGA microspheres prepared using univalent heparin salts was around 8–33 mg/m . Surface associated heparin desorbed quickly; potassium heparin showed the best retention, with ~0.2 and 0.1 mg/m  detected on PLGA microsphere surface following 1- and 14-day incubation in PBST at 37°C, respectively. PLGA microparticles were successfully surface-modified with heparin. Univalent salts and amino acid complexes of heparin, as effective emulsifiers, can become surface-immobilized in PLGA microspheres.",,This research was supported in part by NIH HL 68345. Helpful discussions with Prof. Victor Yang are also gratefully acknowledged.,,2007
343,,,[],"Long-circulating liposomes, such as PEG-liposomes, are frequently studied for drug delivery and diagnostic purposes. In our group, poly(amino acid) (PAA)-based coatings for long-circulating liposomes have been developed. These coatings provide liposomes with similar circulation times as compared to PEG-liposomes, but have the advantage of being enzymatically degradable. For PEG-liposomes it has been reported that circulation times are relatively independent of their physicochemical characteristics. In this study, the influence of factors such as PAA grafting density, cholesterol inclusion, surface charge, particle size, and lipid dose on the circulation kinetics of PAA-liposomes was evaluated after intravenous administration in rats. Prolonged circulation kinetics of PAA-liposomes can be maintained upon variation of liposome characteristics and the lipid dose given. However, the use of relatively high amounts of strongly charge-inducing lipids and a too large mean size is to be avoided. In conclusion, PAA-liposomes represent a versatile drug carrier system for a wide variety of applications.",,"This work was financially supported by Astellas Pharma Inc., Tokyo, Japan.",,2007
344,,,[],"The antitumor effect of paclitaxel-loaded PEGylated immunoliposome (PILs) was investigated in breast cancer cell lines and the xenograft model. Herceptin was conjugated to paclitaxel-loaded PEGylated liposomes (PLs).   cellular uptake and cytotoxicity of PILs were determined in breast cancer cell lines while   antitumor efficacy was evaluated in the xenograft nude mouse model. The PILs formulation was able to significantly increase the HER2 mediated cellular uptake of paclitaxel compared to the PLs in cell lines overexpressing HER2 (BT-474 and SK-BR-3 cells). However, in the MDA-MB-231 cells, which express low levels of HER2, the difference between the PILs and PLs formulation was not significant. The biological activity of Herceptin was maintained throughout the conjugation process as exhibited by the antitumor dose–response curves determined for Herceptin itself, for the thiolated Herceptin alone and subsequently for the immunoliposome-coupled Herceptin. In BT-474 and SK-BR-3 cells, the cytotoxicity of the PILs was more potent than that of Taxol. Moreover, in   studies, PILs showed significantly higher tumor tissue distribution of paclitaxel in the BT-474 xenograft model and more superior antitumor efficacy compared to Taxol and PLs. However, in the MDA-MB-231 xenograft model, PILs and PLs showed similar tumor tissue distribution as well as antitumor activity. These results suggest that HER2-mediated endocytosis is involved in the PILs formulation. The ability of the PILs formulation to efficiently and specifically deliver paclitaxel to the HER2-overexpressing cancer cells implies that it is a promising strategy for tumor-specific therapy for HER2-overexpressing breast cancers.","cholesterol Dulbecco’s modified eagle medium enhanced permeability and retention fetal bovine serum human epidermal growth factor receptor-2 minimum essential medium 1,2-distearoyl-sn-glycero-3-phosphoethanolamine [methoxy(polyethyleneglycol)-2000] 3-(4,5-dimethylthiazol-2-ly)– 2,5-diphenyl-tetrazolium bromide phosphate-buffered saline polyethylene glycol PEGylated immunoliposomes PEGylated liposomes soybean phosphatidylcholine rhodamine labeled-phosphatidylethanolamine","This research was financially supported by the Ministry of Science and Technology (M10528010004-06N2801-00410) in Korea. The authors would like to thank the Lipoid GmbH (Germany) and Genentech companies for providing phosphatidylcholine and Herceptin, respectively.",,2007
345,,,[],,,,,2007
346,,,[],"This study was aimed at formulating a hydrophilic non-aqueous gel for topical delivery of the model moisture-sensitive drug, minocycline hydrochloride (MH). Stability study of MH dissolved in water and various hydrophilic non-aqueous solvents was performed over a period of four months in order to select a suitable non-aqueous solvent for MH gel. To improve MH stability, the effect of different cation additives on MH stability in the selected solvent was investigated. Non-aqueous gel matrices were prepared from three different types of hydrophilic polymers in glycerin-propylene glycol mixture with Mg  cation additive. Oscillatory shear rheometry was performed on the gel matrices using a cone-and-plate rheometer. MH stability was affected by the type of solvent employed and the duration of storage. Different cation additives affected the extent of MH stabilization through MH-cation complex formation. Rheological properties of the non-aqueous gel matrices were significantly affected by the type and concentration of polymer, and the vehicle ratios in the formulations. MH stabilization could be achieved using the selected glycerin-propylene glycol mixture containing MgCl . Gel matrix formulated using this solvent system and 3%w/w N-vinylacetamide/sodium acrylate copolymer had demonstrated the most favorable rheological properties as a gel for topical application.",,,,2008
347,,,[],"To quantitate and predict colon-specific 9-aminocamptothecin (9-AC) release from the  -(2-hydroxypropyl)methacrylamide (HPMA) copolymer–9-AC conjugate and its absorption behavior after oral administration in rats. Drug distribution in the gastrointestinal (GI) tract and the plasma concentration-time profile of 9-AC released from the HPMA copolymer conjugate were predicted using the degradation, transit, and absorption rate constants in cecum. The fate of 9-AC in cecum and liver was measured by in-situ cecum absorption and liver perfusion. Following oral administration of the conjugate, 9-AC was released rapidly in cecum. Based on the pharmacokinetic model, up to 60% of the dose was in the cecum at ~6 h, and 7% of the dose still remained there at 24 h. The predicted plasma concentration curve for released 9-AC after an oral dose of 3 mg/kg of 9-AC equivalent increased gradually and reached a peak of 98 nM at 7 h, then started decreasing slowly to 16 nM at 24 h. The bioavailability value was estimated as 0.31 after the first-pass elimination. A pharmacokinetic model delineated the impact of GI transit, drug absorption rate, and first-pass metabolism on drug disposition following oral administration of HPMA copolymer–9-AC conjugate in rats.",,"The research was supported in part by NIH grants GM50839 and CA51578. 9-Aminocamptothecin was kindly provided by National Cancer Institute, Division of Cancer Treatment and Diagnosis.",,2008
348,,,[],"The purpose of present study is to formulate microemulsion composed of oleic acid, phosphate buffer, Tween 80, ethanol and to investigate its potential as drug delivery system for an antitubercular drug isoniazid. The pseudo-ternary phase diagram (Gibbs Triangle) was delineated at constant surfactant/co-surfactant ratio (Km 0.55). Changes in the microstructure were established using conductivity (σ), viscosity (η), surface tension (γ) and density measurements. Dissolution studies and particle size analysis were carried out to understand the release of isoniazid from the microemulsion formulation. Further, partitioning studies and spectroscopic analysis (FT-IR and  H NMR) was performed to evaluate the location of drug in the colloidal formulation. Physico-chemical analysis of microemulsion system showed the occurrence of structural changes from water-in-oil to oil-in-water microemulsion. It has been observed that the microemulsion remained stable after the incorporation of isoniazid (in terms of optical texture, pH and phase separation). The changes in the microstructure of the microemulsion after incorporation of drug was analyzed on the basis of partition studies of isoniazid in microemulsion components and various parameters viz pH, σ, η,γ. In addition, the particle size analysis indicates that the microemulsion changes into o/w emulsion at infinite dilution. The spectroscopic studies revealed that most of the drug molecules are present in the continuum region of an o/w microemulsion. Dissolution studies infer that a controlled release of drug is expected from o/w emulsion droplet. In the present system the release of isoniazid from microemulsion was found to be non-Fickian. The present Tween based microemulsion appears beneficial for the delivery of the isoniazid in terms of easy preparation, stability, low cost, sustained and controlled release of a highly water soluble drug.",,S.K.M. is thankful to UGC and DST India for financial assistance.,,2008
349,,,[],"Over the past decade, concerns have been expressed increasingly regarding the difficulty for highly variable drugs and drug products (%CV greater than 30) to meet the standard bioequivalence (BE) criteria using a reasonable number of study subjects. The topic has been discussed on numerous occasions at national and international meetings. Despite the lack of a universally accepted solution for the issue, regulatory agencies generally agree that an adjustment of the traditional BE limits for these drugs or products may be warranted to alleviate the resource burden of studying relatively large numbers of subjects in bioequivalence trials. This report summarizes a careful examination of all the statistical methods available and extensive simulations for BE assessment of highly variable drugs/products. Herein, the authors present an approach of scaling an average BE criterion to the within-subject variability of the reference product in a crossover BE study, together with a point-estimate constraint imposed on the geometric mean ratio between the test and reference products. The use of a reference-scaling approach involves the determination of variability of the reference product, which requires replication of the reference treatment in each individual. A partial replicated-treatment design with this new data analysis methodology will thus provide a more efficient design for BE studies with highly variable drugs and drug products.",,,,2008
350,,,[],"A novel aerosol flow reactor method for the combined gas phase synthesis and coating of particles for drug delivery has been developed. As an example, micron-sized salbutamol sulfate particles were produced via droplet-to-particle conversion and in-situ coated by the physical vapor deposition (PVD) of  -leucine vapor. During the deposition,  -leucine vapor crystallized on the surfaces of amorphous salbutamol particles. The size of  -leucine crystallites increased with increasing vapor concentration of  -leucine. The salbutamol particles with rough  -leucine surfaces exhibited good flowability enabling to them to be dispersed into air flow without the delivery aid of coarse lactose carriers. The fraction of particles smaller than 5 micrometers varied between 0.35 and 0.48 when dispersed into 60 l/min air flow having a jet Reynolds number of 30700. When the coated fine particles were blended with lactose carriers, the fine particle fraction was as high as 90%. The  -leucine coating also improved the stability of salbutamol particles when stored at 45% relative humidity atmosphere.",,Financial support from the Finnish Academy is gratefully acknowledged. We thank Dr. Hua Jiang for the TEM analysis and Mr. Raoul Järvinen for assistance in building the experimental set-up.,,2008
351,,,[],,,,,2008
352,,,[],"We investigated whether the pregnancy-related hormones, estriol (E ), testosterone, human placental lactogen (hPL), human prolactin (hPRL), and human chorionic gonadotropin (hCG) affect BCRP expression in human placental BeWo cells. The effects of these hormones on BCRP protein and mRNA expression in BeWo cells were determined by immunoblotting and quantitative real-time RT-PCR, respectively. The effects of these hormones on membrane localization of BCRP in BeWo cells were examined by immunofluorescent confocal microscopy. E , hPL, and hPRL significantly increased BCRP protein and mRNA approximately two to threefold at physiological concentrations. Induction of BCRP by E  was abrogated by the estrogen receptor (ER) antagonist ICI-182,780. However, knock-down of ERα by RNA interference did not abolish the inductive effect of E . Testosterone by itself did not affect BCRP expression at physiological concentrations. However, testosterone together with 17β-estradiol (E ) increased BCRP protein and mRNA approximately twofold, and this induction was abolished by ICI-182,780 or the testosterone receptor (TR) antagonist flutamide or knock-down of ERα expression. Further analysis revealed that E  increased TR mRNA approximately 5.9-fold, suggesting that testosterone in combination with E  increases BCRP expression, possibly through E -mediated up-regulation of TR. hCG at physiological concentrations had no effect on BCRP expression. E , hPL, hPRL, and testosterone in combination with E  may up-regulate BCRP expression in the placenta during pregnancy.",ATP-binding cassette aryl hydrocarbon receptor breast cancer resistance protein dimethyl sulfoxide 17β-estradiol estriol human chorionic gonadotropin hypoxia-inducible factor 1α human placental lactogen human prolactin Janus kinase 2 progesterone phosphate-buffered saline the signal transducers and activators of transcription,"The authors acknowledge financial support from NIH grants HD044404 (to QM and JDU) and GM073715 (to QM). We also thank Yi Zhang, Lin Zhou, Eun-Woo Lee, and Weibin Zhou (Department of Pharmaceutics, University of Washington) for technical assistance in cell culture and immunoblotting.",,2008
353,,,[],"To elucidate the role of the renal basolateral transporter, Oat3, in the disposition of methotrexate. Chinese hamster ovary cells expressing mouse Oat3 were used to determine kinetics and specificity of inhibition of methotrexate transport. Methotrexate clearance was then examined   in wildtype and Oat3 knockout mice. NSAIDs, ß-lactams, and uremic toxins inhibited mOat3-mediated methotrexate uptake by 70–100%, while folate, leucovorin, and 5-methyltetrahydrofolate inhibited transport by 25–50%. A  
                             of 60.6 ± 9.3 μM for methotrexate transport was determined. Oat3 knockout mice exhibited reduced methotrexate-to-inulin clearance ratios   wildtype. Male wildtype mice, but not knockouts or females, demonstrated significantly accelerated methotrexate clearance in response to reduced folates. Reduced folates also markedly inhibited hepatic methotrexate accumulation in males, but not females, and the response was independent of Oat3 function. Oat3 contributes to methotrexate clearance, but represents only one component responsible for methotrexate’s elimination. Therefore, in patients, dysfunctional hOAT3 polymorphisms or drug competition for hOAT3 transport may severely impact methotrexate elimination only when redundant means of methotrexate removal are also compromised. Furthermore, the present findings suggest that reduced-folate administration only influences methotrexate disposition in males, with the renal reduced-folate response influenced by OAT3 function.","5-methyltetrahydrofolate 5-formyltetrahydrofolate (a.k.a. folinic acid or leucovorin) 5-hydroxyindoleacetic acid Chinese hamster ovary cells transfected with empty vector Chinese hamster ovary cells transfected with murine organic anion transporter 3 dihydroxyphenylacetic acid human the Michaelis–Menten constant mouse multidrug resistance-associated protein methotrexate non-steroidal anti-inflammatory drugs human or non-human organic anion transporter, respectively rat reduced folate carrier 1","This work was supported by National Institute of Diabetes and Digestive and Kidney Diseases Grant R01-DK-067216 (D.H.S.), by fellowship provisions from the American Foundation for Pharmaceutical Education (A.L.V.), and by the National Institutes of Health Grant Number C06 RR015455 from the Extramural Research Facilities Program of the National Center for Research Resources.",,2008
354,,,[],"The human organic anion transporting polypeptide C (OATPC) is one of the major transport proteins involved in the enterohepatic circulation of bile salts and plays an important role in vectorial transport of organic anions and drugs across hepatocytes. In this study, the effects of biological reagents on the membrane localization of OATPC were investigated by confocal microscopy and estrone-3-sulfate transport. Our results demonstrated that the functional membrane expression of fluorescent chimera OATPC-GFP was achieved in non-polarized (COS7 and HEK293) and polarized (MDCK) cells. Both brefeldin A (a Golgi complex disruptor) and bafilomycin A1 (an inhibitor of vacuolar H -ATPase) treatment significantly decreased the polarized membrane trafficking and markedly reduced the uptake of estrone-3-sulfate (∼40–90%) in OATPC-GFP transfected cells, suggesting that membrane sorting of hOATPC-GFP was mediated by Golgi complex and vacuolar H -ATPase-related vesicle transport pathways. Treatment with 8-Br-cAMP (a cAMP analog) stimulated OATPC-GFP membrane localization and enhanced estrone-3-sulfate uptake by ∼20%. The protein kinase A (PKA) inhibitors (H89 and KT5720), but not a PKG inhibitor, blocked the polarized membrane expression of OATPC-GFP and reduced estrone-3-sulfate transport activity. The simultaneous treatment of cells with PKA activator/inhibitor and bafilomycin A1 demonstrated that bafilomycin A1 did not change the effects of 8-Br-cAMP and H89 on the membrane localization of OATPC-GFP compared with the use of 8-Br-cAMP and H89 alone. These data suggest that a cAMP-PKA sensitive membrane sorting pathway for OATPC-GFP is independent of the vacuolar H -ATPase associated (bafilomycin A1 sensitive) vesicle mediated membrane sorting pathway. In contrast, with combined treatment with brefeldin A, neither the PKA-activator (8-Br-cAMP) nor the inhibitor (H89) further altered the plasma membrane expression and transport activity of OATPC-GFP compared with brefeldin A treatment alone. These data suggest that the cAMP-PKA regulation of OATPC membrane expression involves the Golgi complex. When the Golgi apparatus was disrupted by brefeldin A treatment, the effects of cAMP-PKA on the Golgi-to-basolateral surface sorting process of OATPC was also diminished. In summary, the plasma membrane localization of human OATPC is mediated by Golgi complex and vacuolar H -ATPase vesicle mediated membrane sorting pathways. cAMP-PKA regulates sorting process through the Golgi complex but not the vacuolar H -ATPase associated vesicular pathway.","bafilomycin A1 brefeldin A Estrone-3-sulfate green fluorescent protein 
                                     -[2-(methylamino)ethyl]-5-isoquinolinesulfonamide GFP-fused human OATPC human organic anion transporting polypeptide-C protein kinase G inhibitor 8-bromoadenosine-3′,5′-cyclic monophosphate","The authors gratefully acknowledge Dr. Wen-Sheng Chen (Yale Liver Center Yale University School of Medicine New Haven CT) for the initial amplification of the human OATPC cDNA. This work was supported in part by the National Institutes of Health Grants 5R37HD020632-21 (to F. J. S.), DK 25636 (to J.L.B.), and the DK P30-34989 (to Yale Liver Center). Confocal laser scanning microscopy was performed at the MSSM-CLSM core facility supported with funding from the NIH-NCI shared resources grant (5R24 CA095823-04), NSF Major Research Instrumentation grant (DBI-9724504), and NIH shared instrumentation grant (1 S10 RR0 9145-01).",,2008
355,,,[],"To compare the interaction of human organic anion transporter hOAT4 with PDZ proteins between kidney cells and placental cells. PDZ proteins PDZK1 and NHERF1 were transfected into kidney LLC-PK1 cells and placental BeWo cells expressing hOAT4 or hOAT4-Δ, which lacks the PDZ consensus binding site. The interaction of PDZK1 and NHERF1 with hOAT4 and hOAT4-Δ was investigated by measurement of [ H] estrone sulfate uptake, cell surface and total cell expression of hOAT4. PDZK1 and NHERF1 enhanced hOAT4 activity in LLC-PK1 cells by increasing the cell surface expression of the transporter. In contrasts, these two PDZ proteins had no effect on hOAT4 activity in BeWo cells. The interaction of PDZ proteins with hOAT4 may be cell-specific. In placenta, a different set of interacting proteins from PDZK1 and NHERF1 may be required to modulate hOAT4 activity.",,This work was supported by Grant R01-DK 60034 from the National Institutes of Health (to Dr. Guofeng You).,,2008
356,,,[],,,,,2008
357,,,[],"To explore the relationship between the structure of block polypeptides and their self-assembly into hydrogels. To investigate structural parameters that influence hydrogel formation and physical properties. Three ABA triblock and two AB diblock coiled-coil containing polypeptides were designed and biologically synthesized. The triblock polypeptides had two terminal coiled-coil (A) domains and a central random coil (B) segment. The coiled-coil domains were different in their lengths, and tyrosine residues were incorporated at selected solvent-exposed positions in order to increase the overall hydrophobicity of the coiled-coil domains. The secondary structures of these polypeptides were characterized by circular dichroism and analytical ultracentrifugation. The formation of hydrogel structures was evaluated by microrheology and scanning electron microscopy. Hydrogels self-assembled from the triblock polypeptides, and had interconnected network microstructures. Hydrogel formation was reversible. Denaturation of coiled-coil domains by guanidine hydrochloride (GdnHCl) resulted in disassembly of the hydrogels. Removal of GdnHCl by dialysis caused coiled-coil refolding and hydrogel reassembly. Protein ABA triblock polypeptides composed of a central random block flanked by two coiled-coil forming sequences self-assembled into hydrogels. Hydrogel formation and physical properties may be manipulated by choosing the structure and changing the length of the coiled-coil blocks. These self-assembling systems have a potential as   forming depots for protein delivery.",,"We thank Drs. Bruce Yu and Jiyuan Yang for valuable discussions, Dr. David Tirrell for the kind gift of plasmid pUC18-RC, and Jon Callahan for critical reading of the manuscript. The research was supported in part by NIH grant EB005288.",,2008
358,,,[],"Intelligent biosynthetic nanobiomaterials (IBNs) were constructed as recombinant diblock copolymers, notated as K -ELP(1–60), containing a cationic oligolysine (VGK G) and a thermosensitive elastin-like polypeptide (ELP) block with 60 repetitive pentapeptide units [(VPGXG) ; X is Val, Ala and Gly in a 5:2:3 ratio]. K -ELP(1–60) was synthesized by recursive directional ligation for DNA oligomerization. Purity and molecular weight of K -ELP(1–60) were confirmed by SDS-PAGE and mass spectrometry. DNA polyplexes were prepared from K -ELP(1–60) and pGL3-Control (pGL3–C) plasmid DNA (pDNA) and stability was evaluated by gel retardation, DLS, and DNA displacement with heparin. Thermal transition profiles were studied by measuring the turbidity change at 350 nm and the polyplexes were used to transfect MCF-7 cells with a concomitant cytotoxicity assay. SDS-PAGE and MALDI-TOF studies showed highly pure copolymers at the desired molecular weight. K -ELP(1-60) condensed pDNA at a cation to anion (N/P) ratio above 0.25 with a tight distribution of particle size ranging from 115.5–32.4 nm with increasing N/P ratio. Thermal transition temperatures of K -ELP(1-60)/pDNA and K -ELP(1-60) alone were 44.9 and 71.5°C, respectively. K -ELP(1-60)/pDNA complexes successfully transduced MCF-7 cells with qualitative expression of enhanced green fluorescent protein (EGFP) and minimal cytotoxicity compared to branched poly(ethyleneimine) controls. K -ELP(1-60) was successfully designed and purified through recombinant means with efficient and stable condensation of pDNA at N/P ratios > 0.25 and polyplex particle size < 115 nm. MCF-7 cells successfully expressed EGFP with minimal cytotoxicity compared to positive controls; moreover, polyplexes retained sharp, thermotransitive kinetics within a narrow T  range at clinically relevant hyperthermic temperatures, where the decrease of T  was due to the increased hydrophobicity upon charge neutralization.","elastin-like polypeptide ELP with 60 repetitive pentapeptide units [(VPGXG) , X is Val, Ala and Gly in a 5:2:3 ratio] intelligent biosynthetic nanobiomaterial inverse transition cycling oligolysine (VGK G) recursive directional ligation phase transition temperature",This work was funded by University of Wisconsin-Madison start-up funds to DYF. The ELP(1–30) gene was donated by Prof. Ashutosh Chilkoti (Duke University). We thank Prof. Glen Kwon (University of Wisconsin—Madison) for use of the NICOMP DLS; Prof. Maureen Barr (University of Wisconsin—Madison) for microscope access; and the UW Biotechnology Center for performing MALDI-TOF mass spectrum analysis. We express our thanks to Ms. Tracy P. Williamson for her critical review of the manuscript.,,2008
359,,,[],"In this study the chondrocytic differentiation and cartilage matrix accumulation of human mesenchymal stem cells (hMSCs) were investigated after encapsulation in a genetically engineered silk-elastinlike protein polymer SELP-47 K as an injectable matrix for delivery of cell-based therapeutics. MSCs were encapsulated in SELP-47 K and cultured for 4 weeks in chondrogenic medium with or without transforming growth factor-β3 (TGF). Chondrogenic differentiation was evaluated by histological, RNA and biochemical analyses for the expression of cartilage extracellular matrix components. Histological and immunohistochemical staining revealed that the cells acquired a rounded morphology and were embedded in significant amounts of chondrogenic extracellular matrix. Reverse transcriptase (RT)-PCR showed an up-regulation in aggrecan, type II and type X collagen and SOX9 in presence of TGF-β3. By day 28, constructs cultured in the presence of TGF-β3 exhibited significant increase in sulfated glycosaminoglycan and total collagen content up to 65 and 300%, respectively. This study demonstrates that SELP-47 K hydrogel can be used as a scaffold for encapsulation and chondrogenesis of  MSCs. The ability to use recombinant techniques to precisely control SELP structure enables the investigation of injectable protein polymer scaffolds for soft-tissue engineering with varied physicochemical properties.",alanine analysis of variance deoxyribonucleic acid extracellular matrix ethylenediaminetetraacetic acid fetal bovine serum glycine haematoxylin and eosin human adipose derived adult stem human mesenchymal stem cells. mesenchymal stem cells general media poly(ethylene glycol)-dimethacrylate poly(lactide-co-glycolide) proline ribonucleic acid reverse transcriptase polymerase chain reaction serine silk-elastinlike protein polymer. sulfated glycosaminoglycans transforming growth factor. valine,Support by NIH (EB003447) is acknowledged.,,2008
360,,,[],"Helical alanine-rich polypeptides with functional groups displayed along the backbone can display desired molecules such as saccharides or therapeutic molecules at a prescribed spacing. Because these polypeptides have promise for application as biomaterials, the conformation and association of these molecules have been investigated under biologically relevant conditions. Three polypeptide sequences, 17-H-3, 17-H-6, and 35-H-6, have been produced through recombinant techniques. Circular dichroic (CD) spectroscopy was used to monitor the secondary structure of the polypeptides in PBS (phosphate buffered saline, pH 7.4). The aggregation behavior in PBS was monitored via analytical ultracentrifugation and non-denaturing polyacrylamide gel electrophoresis. The three polypeptides adopt a highly helical structure at low and ambient temperatures, and when heated, undergo a helix-to-coil transition, typical of other alanine-rich peptide sequences. The melting temperatures and van’t Hoff enthalpies, extracted from the CD data, suggest similar stability of the sequences. Although alanine-rich sequences can be prone to aggregation, there is no indication of aggregation for the three polypeptides at a range of concentrations relevant for possible biological applications. The helical polypeptides are monomeric under biologically relevant conditions enabling application of these polypeptides as useful scaffolds for ligand or drug display.",,"This work was funded in part by grant 1-P20-RR017716-01 from the National Center for Research Resources (NCRR), a component of the National Institutes of Health (NIH), by grant NA68-01923 from the National Aeronautics and Space Administration, and by grant DMR-0210223 from the National Science Foundation. This work was also supported by grant P20-RR015588 (instrument facilities) from NCRR. Its contents are solely the responsibility of the authors and do not necessarily represent the official views of NCRR or NIH. Jared Sharp is acknowledged for the construction of genes encoding the 17-H-X polypeptides.",,2008
361,,,[],,,,,2008
362,,,[],,,,,2008
363,,,[],,,,,2008
