,terms,importance,period,topic
2272,paper,0.006402634494257164,2013,7
2273,lipoplex,0.00617909894964453,2013,7
2274,rheometry,0.005804423058552465,2013,7
2275,withstand,0.00569549143456347,2013,7
2276,void,0.0056782362605212475,2013,7
2277,knock,0.005657132867671981,2013,7
2278,impede,0.0052395443443483845,2013,7
2279,circadian,0.004967631602306485,2013,7
2280,filament,0.0232790445917835,2014,7
2281,pxr,0.017549788698344962,2014,7
2282,neuron,0.016356996979886473,2014,7
2283,fab,0.015361202388309713,2014,7
2284,pdt,0.013453860186635472,2014,7
2285,network,0.012605545386846348,2014,7
2286,resveratrol,0.011429873733213615,2014,7
2287,destructive,0.008645715601241687,2014,7
2288,parasite,0.008063624808520147,2014,7
2289,unfolding,0.007579901824366362,2014,7
2290,alginate,0.006643006057185927,2014,7
2291,convection,0.0064509025352084415,2014,7
2292,paper,0.006403759130611952,2014,7
2293,lipoplex,0.006180171754223317,2014,7
2294,rheometry,0.005805410033044065,2014,7
2295,withstand,0.005696453711092714,2014,7
2296,void,0.005679194635683631,2014,7
2297,knock,0.005658086475472114,2014,7
2298,impede,0.005240404565992547,2014,7
2299,circadian,0.004968432030875333,2014,7
2300,filament,0.02328315294619685,2015,7
2301,pxr,0.017552683100217712,2015,7
2302,neuron,0.016359647559868826,2015,7
2303,fab,0.015363652131786082,2015,7
2304,pdt,0.013455932783246397,2015,7
2305,network,0.012607453711968176,2015,7
2306,resveratrol,0.011431558295480019,2015,7
2307,destructive,0.008646891088374041,2015,7
2308,parasite,0.008064698160845964,2015,7
2309,unfolding,0.007580891605190443,2015,7
2310,alginate,0.006643837643788943,2015,7
2311,convection,0.006451702329851093,2015,7
2312,paper,0.006404551158809747,2015,7
2313,lipoplex,0.0061809271436093684,2015,7
2314,rheometry,0.0058061047595782235,2015,7
2315,withstand,0.00569713098378315,2015,7
2316,void,0.0056798691514027295,2015,7
2317,knock,0.005658757622283203,2015,7
2318,impede,0.0052410097285230306,2015,7
2319,circadian,0.004968994953841316,2015,7
2320,filament,0.02328601323378151,2016,7
2321,pxr,0.017554697175579743,2016,7
2322,neuron,0.01636149171243672,2016,7
2323,fab,0.015365356330832993,2016,7
2324,pdt,0.013457374200558815,2016,7
2325,network,0.012608780687134604,2016,7
2326,resveratrol,0.01143272940135885,2016,7
2327,destructive,0.008647707681227445,2016,7
2328,parasite,0.008065443649814456,2016,7
2329,unfolding,0.007581578920373092,2016,7
2330,alginate,0.006644414859919201,2016,7
2331,convection,0.006452257423072898,2016,7
2332,paper,0.006405100847830103,2016,7
2333,lipoplex,0.006181451338961288,2016,7
2334,rheometry,0.0058065867492276815,2016,7
2335,withstand,0.0056976008310830936,2016,7
2336,void,0.005680337080767493,2016,7
2337,knock,0.005659223208024926,2016,7
2338,impede,0.005241429415327918,2016,7
2339,circadian,0.004969385262794989,2016,7
2340,filament,0.023287929026417745,2017,7
2341,pxr,0.017556045597138914,2017,7
2342,neuron,0.01636272622524742,2017,7
2343,fab,0.015366497031799707,2017,7
2344,pdt,0.013458338776226327,2017,7
2345,network,0.012609668568763511,2017,7
2346,resveratrol,0.011433512836641135,2017,7
2347,destructive,0.008648253617134467,2017,7
2348,parasite,0.008065941963027326,2017,7
2349,unfolding,0.007582038274779952,2017,7
2350,alginate,0.006644800492180322,2017,7
2351,convection,0.0064526282438197545,2017,7
2352,paper,0.006405468050518121,2017,7
2353,lipoplex,0.006181801474497786,2017,7
2354,rheometry,0.005806908631800282,2017,7
2355,withstand,0.005697914586009315,2017,7
2356,void,0.005680649551922557,2017,7
2357,knock,0.005659534110483707,2017,7
2358,impede,0.005241709597654528,2017,7
2359,circadian,0.004969645784885491,2017,7
2360,filament,0.023289107525260453,2018,7
2361,pxr,0.017556875004605507,2018,7
2362,neuron,0.01636348554983478,2018,7
2363,fab,0.01536719863908745,2018,7
2364,pdt,0.013458932025676757,2018,7
2365,network,0.012610214634762865,2018,7
2366,resveratrol,0.01143399464681161,2018,7
2367,destructive,0.008648589323761212,2018,7
2368,parasite,0.00806624837490282,2018,7
2369,unfolding,0.007582320721908068,2018,7
2370,alginate,0.006645037591933067,2018,7
2371,convection,0.006452856233076643,2018,7
2372,paper,0.006405693814336978,2018,7
2373,lipoplex,0.006182016740528696,2018,7
2374,rheometry,0.005807106520083641,2018,7
2375,withstand,0.005698107475236576,2018,7
2376,void,0.005680841651546216,2018,7
2377,knock,0.005659725245257251,2018,7
2378,impede,0.005241881837821975,2018,7
2379,circadian,0.004969805933196177,2018,7
2380,filament,0.023289657121398948,2019,7
2381,pxr,0.017557261218360248,2019,7
2382,neuron,0.01636383898457232,2019,7
2383,fab,0.015367525085141007,2019,7
2384,pdt,0.013459207822386179,2019,7
2385,network,0.012610468385555962,2019,7
2386,resveratrol,0.011434218385021391,2019,7
2387,destructive,0.008648744875438047,2019,7
2388,parasite,0.008066390266634235,2019,7
2389,unfolding,0.00758245144280631,2019,7
2390,alginate,0.0066451471855599725,2019,7
2391,convection,0.006452961584074523,2019,7
2392,paper,0.0064057981290887136,2019,7
2393,lipoplex,0.006182116167723819,2019,7
2394,rheometry,0.0058071978588713265,2019,7
2395,withstand,0.005698196487806098,2019,7
2396,void,0.005680930296712986,2019,7
2397,knock,0.005659813441488294,2019,7
2398,impede,0.005241961244728417,2019,7
2399,circadian,0.004969879717589585,2019,7
2400,micelle,0.1669316210484617,2005,8
2401,partition,0.01467507555535179,2005,8
2402,micellar,0.010270680918278237,2005,8
2403,coefficient,0.01021728828642322,2005,8
2404,neutral,0.01003880263663083,2005,8
2405,irradiation,0.009998523368120314,2005,8
2406,anionic,0.008351904486088432,2005,8
2407,octreotide,0.007945345854040676,2005,8
2408,polymerization,0.0076395370398761745,2005,8
2409,mic,0.00752368664513742,2005,8
2410,assembly,0.007295446695419975,2005,8
2411,graft,0.006450888661167436,2005,8
2412,1.8,0.006271372035208595,2005,8
2413,follicle,0.0061123017364824676,2005,8
2414,follicular,0.005650887451480313,2005,8
2415,assemble,0.00543287778889651,2005,8
2416,nimodipine,0.005278350730490033,2005,8
2417,epr,0.005177347041684145,2005,8
2418,radiolabeled,0.005050854138009442,2005,8
2419,recrystallization,0.004832385594463283,2005,8
2420,micelle,0.16754759182483053,2006,8
2421,partition,0.014710368652590074,2006,8
2422,micellar,0.010292703364671564,2006,8
2423,coefficient,0.010239157339586939,2006,8
2424,neutral,0.010060160400172097,2006,8
2425,irradiation,0.01001976606718216,2006,8
2426,anionic,0.008368550833968287,2006,8
2427,octreotide,0.007960892237876169,2006,8
2428,polymerization,0.007654266026074863,2006,8
2429,mic,0.007538108292568524,2006,8
2430,assembly,0.0073092666811850875,2006,8
2431,graft,0.006462529069215272,2006,8
2432,1.8,0.00628255923917022,2006,8
2433,follicle,0.006123090490228826,2006,8
2434,follicular,0.00566053783549394,2006,8
2435,assemble,0.005441999763042841,2006,8
2436,nimodipine,0.005287102020983678,2006,8
2437,epr,0.005185857822689422,2006,8
2438,radiolabeled,0.00505906574918464,2006,8
2439,recrystallization,0.00484008598949462,2006,8
2440,micelle,0.1754473006716827,2007,8
2441,partition,0.014604216539478772,2007,8
2442,micellar,0.010216489864763765,2007,8
2443,coefficient,0.01016331214426399,2007,8
2444,neutral,0.009985547473643401,2007,8
2445,irradiation,0.009945431458894588,2007,8
2446,anionic,0.008305671046754302,2007,8
2447,octreotide,0.007900865751537972,2007,8
2448,polymerization,0.007596392924404509,2007,8
2449,mic,0.007481052627077689,2007,8
2450,assembly,0.007253824220087805,2007,8
2451,graft,0.006413089508433083,2007,8
2452,1.8,0.00623440286828331,2007,8
2453,follicle,0.006076073407720834,2007,8
2454,follicular,0.005616837971197313,2007,8
2455,assemble,0.005399874000317917,2007,8
2456,nimodipine,0.0052460947615124084,2007,8
2457,epr,0.005145582929038827,2007,8
2458,radiolabeled,0.005019709499803732,2007,8
2459,recrystallization,0.004802320284670814,2007,8
2460,micelle,0.18627359980320285,2008,8
2461,partition,0.014436606319962002,2008,8
2462,micellar,0.010097837876102184,2008,8
2463,coefficient,0.010045257424193047,2008,8
2464,neutral,0.009869490105042145,2008,8
2465,irradiation,0.009829824998060831,2008,8
2466,anionic,0.008208551842455803,2008,8
2467,octreotide,0.007808328713352613,2008,8
2468,polymerization,0.007507307564183487,2008,8
2469,mic,0.0073932760421787725,2008,8
2470,assembly,0.007168628017996613,2008,8
2471,graft,0.0063374650420955116,2008,8
2472,1.8,0.006160818011529489,2008,8
2473,follicle,0.00600429743324394,2008,8
2474,follicular,0.0055503177689779585,2008,8
2475,assemble,0.005335841804589346,2008,8
2476,nimodipine,0.005183828025309103,2008,8
2477,epr,0.00508447104753707,2008,8
2478,radiolabeled,0.004960044934196765,2008,8
2479,recrystallization,0.004745158167031351,2008,8
2480,micelle,0.19425452018223593,2009,8
2481,partition,0.014312494363552294,2009,8
2482,micellar,0.010010014762829719,2009,8
2483,coefficient,0.009957876916100864,2009,8
2484,neutral,0.009783589711593488,2009,8
2485,irradiation,0.009744258740338681,2009,8
2486,anionic,0.008136683710022853,2009,8
2487,octreotide,0.007739855259333261,2009,8
2488,polymerization,0.007441391135442606,2009,8
2489,mic,0.007328329131130762,2009,8
2490,assembly,0.007105592556974216,2009,8
2491,graft,0.006281519325889838,2009,8
2492,1.8,0.006106382888916449,2009,8
2493,follicle,0.0059512019784682445,2009,8
2494,follicular,0.005501114531292393,2009,8
2495,assemble,0.005288480958276735,2009,8
2496,nimodipine,0.005137774465649621,2009,8
2497,epr,0.005039272610098447,2009,8
2498,radiolabeled,0.004915918146946783,2009,8
2499,recrystallization,0.004702884217614149,2009,8
2500,micelle,0.19931295893647924,2010,8
2501,partition,0.014235341822284678,2010,8
2502,micellar,0.009955321354757362,2010,8
2503,coefficient,0.009903457722543446,2010,8
2504,neutral,0.00973008757452651,2010,8
2505,irradiation,0.009690963640824404,2010,8
2506,anionic,0.008091880342207538,2010,8
2507,octreotide,0.007697157639572697,2010,8
2508,polymerization,0.00740028003674458,2010,8
2509,mic,0.0072878196625379196,2010,8
2510,assembly,0.00706626937481491,2010,8
2511,graft,0.0062465979461098445,2010,8
2512,1.8,0.0060723997673979594,2010,8
2513,follicle,0.005918051067122383,2010,8
2514,follicular,0.005470382139678103,2010,8
2515,assemble,0.005258893731348298,2010,8
2516,nimodipine,0.005108999944783913,2010,8
2517,epr,0.005011029762545065,2010,8
2518,radiolabeled,0.004888341674684946,2010,8
2519,recrystallization,0.004676460083309414,2010,8
2520,micelle,0.18627026808097186,2011,8
2521,partition,0.01447665857977316,2011,8
2522,micellar,0.010123539786944656,2011,8
2523,coefficient,0.010070791898709104,2011,8
2524,neutral,0.009894466155196898,2011,8
2525,irradiation,0.00985467530585859,2011,8
2526,anionic,0.008228355513015626,2011,8
2527,octreotide,0.007826916762544921,2011,8
2528,polymerization,0.007524989935735863,2011,8
2529,mic,0.0074106173332416665,2011,8
2530,assembly,0.007185300678092315,2011,8
2531,graft,0.006351704288863307,2011,8
2532,1.8,0.006174548798280558,2011,8
2533,follicle,0.006017580401977872,2011,8
2534,follicular,0.005562316914000522,2011,8
2535,assemble,0.005347242591585381,2011,8
2536,nimodipine,0.005194808048617996,2011,8
2537,epr,0.005095177596430746,2011,8
2538,radiolabeled,0.004970410765231225,2011,8
2539,recrystallization,0.004754940310805339,2011,8
2540,micelle,0.17297553063086943,2012,8
2541,partition,0.014720178917034398,2012,8
2542,micellar,0.0102934315619958,2012,8
2543,coefficient,0.010239792622626523,2012,8
2544,neutral,0.010060488495343559,2012,8
2545,irradiation,0.010020025572011261,2012,8
2546,anionic,0.008366253137166067,2012,8
2547,octreotide,0.007958043259042922,2012,8
2548,polymerization,0.007651025288291259,2012,8
2549,mic,0.0075347244631844895,2012,8
2550,assembly,0.007305609741753613,2012,8
2551,graft,0.006457968804465961,2012,8
2552,1.8,0.0062778300888031045,2012,8
2553,follicle,0.006118218881038172,2012,8
2554,follicular,0.005655292928547212,2012,8
2555,assemble,0.0054366001457814145,2012,8
2556,nimodipine,0.005281601588385303,2012,8
2557,epr,0.0051802955768545066,2012,8
2558,radiolabeled,0.005053430754860363,2012,8
2559,recrystallization,0.004834337926023802,2012,8
2560,micelle,0.16195090357683434,2013,8
2561,partition,0.01492155805353514,2013,8
2562,micellar,0.01043395481245573,2013,8
2563,coefficient,0.010379579309748015,2013,8
2564,neutral,0.010197813164730944,2013,8
2565,irradiation,0.010156794681981853,2013,8
2566,anionic,0.008480327702157859,2013,8
2567,octreotide,0.00806651986359174,2013,8
2568,polymerization,0.0077552927255175414,2013,8
2569,mic,0.007637397691106452,2013,8
2570,assembly,0.007405142772750732,2013,8
2571,graft,0.006545889422273853,2013,8
2572,1.8,0.006363283977745293,2013,8
2573,follicle,0.006201487481169326,2013,8
2574,follicular,0.005732225384439093,2013,8
2575,assemble,0.005510540361867719,2013,8
2576,nimodipine,0.005353421480299378,2013,8
2577,epr,0.005250729836050313,2013,8
2578,radiolabeled,0.005122130020604903,2013,8
2579,recrystallization,0.004900041501651575,2013,8
2580,micelle,0.15767045821999545,2014,8
2581,partition,0.015001514758974243,2014,8
2582,micellar,0.010489650104892237,2014,8
2583,coefficient,0.010434981231901433,2014,8
2584,neutral,0.010252234529685381,2014,8
2585,irradiation,0.010210994793937741,2014,8
2586,anionic,0.008525493612026496,2014,8
2587,octreotide,0.008109458634033727,2014,8
2588,polymerization,0.007796557253745498,2014,8
2589,mic,0.007678028190701642,2014,8
2590,assembly,0.007444524534647442,2014,8
2591,graft,0.006580655090725409,2014,8
2592,1.8,0.0063970694596054735,2014,8
2593,follicle,0.006234404726020828,2014,8
2594,follicular,0.005762625858844948,2014,8
2595,assemble,0.005539752642005746,2014,8
2596,nimodipine,0.005381791939298671,2014,8
2597,epr,0.005278550230370577,2014,8
2598,radiolabeled,0.0051492617371347036,2014,8
2599,recrystallization,0.004925984329775236,2014,8
2600,micelle,0.15728246857731767,2015,8
2601,partition,0.01501110168187243,2015,8
2602,micellar,0.010496200058263289,2015,8
2603,coefficient,0.010441494817182491,2015,8
2604,neutral,0.01025862662942936,2015,8
2605,irradiation,0.010217359496869374,2015,8
2606,anionic,0.008530744760271958,2015,8
2607,octreotide,0.008114436926372391,2015,8
2608,polymerization,0.007801330903556355,2015,8
2609,mic,0.007682724453743438,2015,8
2610,assembly,0.007449068565059151,2015,8
2611,graft,0.006584638606382874,2015,8
2612,1.8,0.006400934435946244,2015,8
2613,follicle,0.0062381648514588965,2015,8
2614,follicular,0.005766082883237602,2015,8
2615,assemble,0.0055430670206716316,2015,8
2616,nimodipine,0.005385005439657684,2015,8
2617,epr,0.00528169789977553,2015,8
2618,radiolabeled,0.005152327083894231,2015,8
2619,recrystallization,0.004928907822597912,2015,8
2620,micelle,0.15884622115214764,2016,8
2621,partition,0.01498511275347461,2016,8
2622,micellar,0.01047792033160089,2016,8
2623,coefficient,0.01042330880074006,2016,8
2624,neutral,0.010240753926473814,2016,8
2625,irradiation,0.010199557510963053,2016,8
2626,anionic,0.008515837348728718,2016,8
2627,octreotide,0.008100245386964687,2016,8
2628,polymerization,0.007787678174457001,2016,8
2629,mic,0.007669275922430623,2016,8
2630,assembly,0.007436022459564084,2016,8
2631,graft,0.006573083188741788,2016,8
2632,1.8,0.006389696216644406,2016,8
2633,follicle,0.0062272078091594905,2016,8
2634,follicular,0.0057559420405339425,2016,8
2635,assemble,0.005533312137769278,2016,8
2636,nimodipine,0.005375524259160931,2016,8
2637,epr,0.005272395680097474,2016,8
2638,radiolabeled,0.005143249056465623,2016,8
2639,recrystallization,0.004920217188381582,2016,8
2640,micelle,0.15667882408381273,2017,8
2641,partition,0.015024984480363813,2017,8
2642,micellar,0.010505726889538727,2017,8
2643,coefficient,0.0104509693740049,2017,8
2644,neutral,0.010267926544051119,2017,8
2645,irradiation,0.010226620022245923,2017,8
2646,anionic,0.008538402675208993,2017,8
2647,octreotide,0.008121701623063998,2017,8
2648,polymerization,0.007808300533478317,2017,8
2649,mic,0.007689582466992682,2017,8
2650,assembly,0.007455706951038738,2017,8
2651,graft,0.006590467616061644,2017,8
2652,1.8,0.006406592121010184,2017,8
2653,follicle,0.006243670947195086,2017,8
2654,follicular,0.005771150497318993,2017,8
2655,assemble,0.0055479281290579,2017,8
2656,nimodipine,0.005389720448059276,2017,8
2657,epr,0.0052863175386835045,2017,8
2658,radiolabeled,0.005156827429858739,2017,8
2659,recrystallization,0.0049332025232927375,2017,8
2660,micelle,0.15665728728019984,2018,8
2661,partition,0.015026143148498322,2018,8
2662,micellar,0.010506492318694846,2018,8
2663,coefficient,0.010451730163700058,2018,8
2664,neutral,0.010268671849890866,2018,8
2665,irradiation,0.010227361839253477,2018,8
2666,anionic,0.008539003700371074,2018,8
2667,octreotide,0.008122268480517126,2018,8
2668,polymerization,0.007808841860361934,2018,8
2669,mic,0.00769011416153055,2018,8
2670,assembly,0.007456219733915635,2018,8
2671,graft,0.006590911215733538,2018,8
2672,1.8,0.006407021186828713,2018,8
2673,follicle,0.006244087187851994,2018,8
2674,follicular,0.005771529832239095,2018,8
2675,assemble,0.005548290187363128,2018,8
2676,nimodipine,0.005390070326135082,2018,8
2677,epr,0.0052866594856529,2018,8
2678,radiolabeled,0.0051571594788103105,2018,8
2679,recrystallization,0.004933517570401411,2018,8
2680,micelle,0.15560207503630458,2019,8
2681,partition,0.015045310937724649,2019,8
2682,micellar,0.010519873380858972,2019,8
2683,coefficient,0.010465041170936044,2019,8
2684,neutral,0.010281748690168435,2019,8
2685,irradiation,0.010240385838593335,2019,8
2686,anionic,0.008549868925031637,2019,8
2687,octreotide,0.0081326011360196,2019,8
2688,polymerization,0.00781877405013962,2019,8
2689,mic,0.00769989467121381,2019,8
2690,assembly,0.007465701463292606,2019,8
2691,graft,0.006599287959606474,2019,8
2692,1.8,0.006415163186361541,2019,8
2693,follicle,0.006252021219406146,2019,8
2694,follicular,0.005778860833212421,2019,8
2695,assemble,0.005555336387467553,2019,8
2696,nimodipine,0.005396914705946106,2019,8
2697,epr,0.005293371972031001,2019,8
2698,radiolabeled,0.005163706813026018,2019,8
2699,recrystallization,0.00493977973642053,2019,8
2700,geometry,0.0136321045971063,2005,9
2701,iii,0.013513687612664362,2005,9
2702,xrd,0.012269056544951773,2005,9
2703,deposit,0.009011694558200863,2005,9
2704,status,0.008651620865259588,2005,9
2705,binary,0.008062230768726747,2005,9
2706,intermolecular,0.0073147939724132385,2005,9
2707,collagen,0.00707638207837609,2005,9
2708,adhesion,0.006806111439359326,2005,9
2709,spectroscopic,0.006516597362664856,2005,9
2710,inflammation,0.006514912592053488,2005,9
2711,supramolecular,0.006382614921882184,2005,9
2712,polymorphic,0.006176969397607782,2005,9
2713,attribute,0.00599569131859323,2005,9
2714,oligonucleotide,0.0055870320668109635,2005,9
2715,lyophiles,0.005319692970392556,2005,9
2716,nanocomposite,0.00522106490082848,2005,9
2717,option,0.005032183450703661,2005,9
2718,antisense,0.005022249657576902,2005,9
2719,hydrolytic,0.004769162923234746,2005,9
2720,geometry,0.013671839105975591,2006,9
2721,iii,0.01355299075494957,2006,9
2722,xrd,0.012303873041899713,2006,9
2723,deposit,0.009035234703691853,2006,9
2724,status,0.008673962565372966,2006,9
2725,binary,0.008082634661991052,2006,9
2726,intermolecular,0.0073327861072877065,2006,9
2727,collagen,0.007093616421505527,2006,9
2728,adhesion,0.006822493844651211,2006,9
2729,spectroscopic,0.006532075889677042,2006,9
2730,inflammation,0.0065303858862554645,2006,9
2731,supramolecular,0.006397678307976068,2006,9
2732,polymorphic,0.006191399613481099,2006,9
2733,attribute,0.006009567537406707,2006,9
2734,oligonucleotide,0.005599674294463545,2006,9
2735,lyophiles,0.005331539673419723,2006,9
2736,nanocomposite,0.005232620570226922,2006,9
2737,option,0.00504318559029381,2006,9
2738,antisense,0.005033222827334942,2006,9
2739,hydrolytic,0.0047794029443388765,2006,9
2740,geometry,0.013700896024329768,2007,9
2741,iii,0.013581732040117693,2007,9
2742,xrd,0.012329331548418384,2007,9
2743,deposit,0.00905244372372844,2007,9
2744,status,0.008690294952822588,2007,9
2745,binary,0.008097549650925882,2007,9
2746,intermolecular,0.0073459371384488195,2007,9
2747,collagen,0.007106213232019961,2007,9
2748,adhesion,0.006834467596494978,2007,9
2749,spectroscopic,0.006543388617168317,2007,9
2750,inflammation,0.0065416947869514595,2007,9
2751,supramolecular,0.0064086874420035645,2007,9
2752,polymorphic,0.006201945718140976,2007,9
2753,attribute,0.006019708520692988,2007,9
2754,oligonucleotide,0.005608912931523285,2007,9
2755,lyophiles,0.005340196616280055,2007,9
2756,nanocomposite,0.005241064712483469,2007,9
2757,option,0.005051225006284653,2007,9
2758,antisense,0.005041241061676671,2007,9
2759,hydrolytic,0.004786885139097529,2007,9
2760,geometry,0.013722136440249378,2008,9
2761,iii,0.013602741645091848,2008,9
2762,xrd,0.012347940637888896,2008,9
2763,deposit,0.009065020982365996,2008,9
2764,status,0.008702231295459115,2008,9
2765,binary,0.008108449745339832,2008,9
2766,intermolecular,0.0073555476704583655,2008,9
2767,collagen,0.007115418607458587,2008,9
2768,adhesion,0.0068432175001314315,2008,9
2769,spectroscopic,0.006551655304844851,2008,9
2770,inflammation,0.0065499586772294095,2008,9
2771,supramolecular,0.0064167322030752845,2008,9
2772,polymorphic,0.00620965200950213,2008,9
2773,attribute,0.00602711867703424,2008,9
2774,oligonucleotide,0.00561566350827234,2008,9
2775,lyophiles,0.005346522010012055,2008,9
2776,nanocomposite,0.0052472345645503855,2008,9
2777,option,0.005057099037111309,2008,9
2778,antisense,0.005047099610628744,2008,9
2779,hydrolytic,0.004792351896611806,2008,9
2780,geometry,0.013737656839497809,2009,9
2781,iii,0.01361809335536856,2009,9
2782,xrd,0.012361537950557267,2009,9
2783,deposit,0.009074210235818371,2009,9
2784,status,0.008710952193434708,2009,9
2785,binary,0.008116413407407983,2009,9
2786,intermolecular,0.007362569010986551,2009,9
2787,collagen,0.007122143893769578,2009,9
2788,adhesion,0.006849609969591418,2009,9
2789,spectroscopic,0.0065576946888002,2009,9
2790,inflammation,0.006555996017140977,2009,9
2791,supramolecular,0.006422609426959168,2009,9
2792,polymorphic,0.006215281918067496,2009,9
2793,attribute,0.006032532205629352,2009,9
2794,oligonucleotide,0.005620595102068287,2009,9
2795,lyophiles,0.005351142940817801,2009,9
2796,nanocomposite,0.00525174184883858,2009,9
2797,option,0.005061390181310446,2009,9
2798,antisense,0.00505137944314794,2009,9
2799,hydrolytic,0.004796345472707877,2009,9
2800,geometry,0.013749001192650908,2010,9
2801,iii,0.013629314418130343,2010,9
2802,xrd,0.012371476771728278,2010,9
2803,deposit,0.009080927338201084,2010,9
2804,status,0.008717326989082282,2010,9
2805,binary,0.008122234762097735,2010,9
2806,intermolecular,0.0073677016501229,2010,9
2807,collagen,0.0071270601550605375,2010,9
2808,adhesion,0.006854282983947141,2010,9
2809,spectroscopic,0.00656210964199044,2010,9
2810,inflammation,0.006560409476390485,2010,9
2811,supramolecular,0.006426905861333838,2010,9
2812,polymorphic,0.006219397595515542,2010,9
2813,attribute,0.006036489735809937,2010,9
2814,oligonucleotide,0.005624200395892778,2010,9
2815,lyophiles,0.0053545211764782176,2010,9
2816,nanocomposite,0.00525503702203463,2010,9
2817,option,0.005064527380749951,2010,9
2818,antisense,0.0050545083750262445,2010,9
2819,hydrolytic,0.0047992651829734815,2010,9
2820,geometry,0.013757272761601078,2011,9
2821,iii,0.013637496077760639,2011,9
2822,xrd,0.012378723368249788,2011,9
2823,deposit,0.009085824615407532,2011,9
2824,status,0.008721974660896355,2011,9
2825,binary,0.008126478876799416,2011,9
2826,intermolecular,0.0073714435768366185,2011,9
2827,collagen,0.007130644308499851,2011,9
2828,adhesion,0.006857689773635763,2011,9
2829,spectroscopic,0.006565328267686327,2011,9
2830,inflammation,0.006563627012791931,2011,9
2831,supramolecular,0.006430038070201185,2011,9
2832,polymorphic,0.006222398007963277,2011,9
2833,attribute,0.0060393748380938965,2011,9
2834,oligonucleotide,0.005626828674142815,2011,9
2835,lyophiles,0.005356983903174449,2011,9
2836,nanocomposite,0.005257439187051409,2011,9
2837,option,0.0050668143661658695,2011,9
2838,antisense,0.005056789332538662,2011,9
2839,hydrolytic,0.004801393597221732,2011,9
2840,geometry,0.01376330643436338,2012,9
2841,iii,0.013643464185487932,2012,9
2842,xrd,0.012384009588514659,2012,9
2843,deposit,0.009089397544865244,2012,9
2844,status,0.00872536555274789,2012,9
2845,binary,0.008129575449754916,2012,9
2846,intermolecular,0.007374173890271079,2012,9
2847,collagen,0.007133259551466824,2012,9
2848,adhesion,0.006860175656683061,2012,9
2849,spectroscopic,0.006567676912033011,2012,9
2850,inflammation,0.006565974862649035,2012,9
2851,supramolecular,0.006432323685234382,2012,9
2852,polymorphic,0.006224587494666928,2012,9
2853,attribute,0.006041480220228945,2012,9
2854,oligonucleotide,0.005628746731782963,2012,9
2855,lyophiles,0.005358781207017966,2012,9
2856,nanocomposite,0.005259192316511831,2012,9
2857,option,0.005068483481493164,2012,9
2858,antisense,0.005058454050971121,2012,9
2859,hydrolytic,0.004802947045935667,2012,9
2860,geometry,0.01376769141900673,2013,9
2861,iii,0.013647801527592962,2013,9
2862,xrd,0.012387851438026983,2013,9
2863,deposit,0.009091994411455584,2013,9
2864,status,0.008727830137004358,2013,9
2865,binary,0.008131826158178465,2013,9
2866,intermolecular,0.007376158442236131,2013,9
2867,collagen,0.007135160482359458,2013,9
2868,adhesion,0.006861982581972824,2013,9
2869,spectroscopic,0.006569384105644324,2013,9
2870,inflammation,0.0065676814789011025,2013,9
2871,supramolecular,0.006433985075084321,2013,9
2872,polymorphic,0.006226179027234106,2013,9
2873,attribute,0.006043010632992747,2013,9
2874,oligonucleotide,0.005630141012512793,2013,9
2875,lyophiles,0.005360087732959112,2013,9
2876,nanocomposite,0.005260466739644204,2013,9
2877,option,0.005069696848817839,2013,9
2878,antisense,0.005059664222918041,2013,9
2879,hydrolytic,0.004804076353885683,2013,9
2880,geometry,0.013770853438660611,2014,9
2881,iii,0.013650929180308817,2014,9
2882,xrd,0.012390621672933132,2014,9
2883,deposit,0.009093866648482794,2014,9
2884,status,0.00872960696560826,2014,9
2885,binary,0.00813344873221024,2014,9
2886,intermolecular,0.007377589060956021,2014,9
2887,collagen,0.0071365307940211955,2014,9
2888,adhesion,0.006863285098240877,2014,9
2889,spectroscopic,0.0065706146981071014,2014,9
2890,inflammation,0.006568911654991507,2014,9
2891,supramolecular,0.006435182635523873,2014,9
2892,polymorphic,0.006227326209651155,2014,9
2893,attribute,0.006044113739029654,2014,9
2894,oligonucleotide,0.005631145949299513,2014,9
2895,lyophiles,0.005361029388490208,2014,9
2896,nanocomposite,0.005261385245707787,2014,9
2897,option,0.005070571327812439,2014,9
2898,antisense,0.00506053639775965,2014,9
2899,hydrolytic,0.00480489021923891,2014,9
2900,geometry,0.01377311485342008,2015,9
2901,iii,0.01365316601667,2015,9
2902,xrd,0.01239260289295082,2015,9
2903,deposit,0.009095205644172278,2015,9
2904,status,0.00873087772783389,2015,9
2905,binary,0.008134609175876252,2015,9
2906,intermolecular,0.0073786122236090615,2015,9
2907,collagen,0.007137510826782619,2015,9
2908,adhesion,0.006864216645671297,2015,9
2909,spectroscopic,0.006571494807688754,2015,9
2910,inflammation,0.006569791466795554,2015,9
2911,supramolecular,0.006436039121548111,2015,9
2912,polymorphic,0.006228146666756409,2015,9
2913,attribute,0.006044902673970001,2015,9
2914,oligonucleotide,0.005631864676399406,2015,9
2915,lyophiles,0.005361702858639324,2015,9
2916,nanocomposite,0.005262042160015412,2015,9
2917,option,0.0050711967552072605,2015,9
2918,antisense,0.0050611601772893545,2015,9
2919,hydrolytic,0.004805472297463543,2015,9
2920,geometry,0.013774698377728422,2016,9
2921,iii,0.013654732324857819,2016,9
